degree,field,gpa,experience,graduation_year,skills,target_role
MTech,ECE,6.51,1,2024,"embedded,c",Electrical Engineer
MCA,HR,6.66,7,2018,"communication,recruitment",Business Analyst
BSc,Mechanical,7.91,2,2023,"design,solidworks",Mechanical Engineer
BTech,Mechanical,7.91,5,2020,"design,solidworks",Mechanical Engineer
BTech,IT,5.89,7,2018,"react,js",Web Developer
MBA,Mechanical,7.12,6,2019,"design,solidworks",Mechanical Engineer
MBA,Mechanical,8.32,3,2022,"solidworks,design",Mechanical Engineer
BSc,IT,5.99,3,2022,"css,html",Web Developer
BTech,CSE,9.54,1,2024,"sql,python",Software Engineer
BSc,IT,7.11,0,2025,"html,js",Web Developer
MTech,Mechanical,9.23,2,2023,"design,solidworks",Mechanical Engineer
MCA,AI/ML,8.13,1,2024,"deep learning,python",Data Scientist
BTech,CSE,5.5,3,2022,"dsa,python",Web Developer
MBA,Mechanical,7.13,0,2025,"solidworks,design",Mechanical Engineer
MBA,Mechanical,6.11,2,2023,"design,solidworks",Mechanical Engineer
BTech,HR,5.68,0,2025,"communication,recruitment",Business Analyst
BSc,ECE,9.43,6,2019,"embedded,c",Electrical Engineer
MBA,Data Science,6.19,6,2019,"python,ml",Software Engineer
MBA,EEE,7.61,0,2025,"power systems,circuits",Electrical Engineer
MBA,HR,8.39,1,2024,"communication,recruitment",Business Analyst
BSc,CSE,7.27,0,2025,"python,dsa",Web Developer
MBA,HR,6.37,5,2020,"communication,recruitment",Business Analyst
MTech,AI/ML,9.68,2,2023,"ml,deep learning",Data Scientist
MBA,CSE,9.72,3,2022,"java,sql",Software Engineer
MBA,Civil,8.24,7,2018,"autocad,construction",Civil Engineer
MBA,Mechanical,8.84,0,2025,"solidworks,design",Mechanical Engineer
BSc,Civil,7.16,0,2025,"construction,autocad",Civil Engineer
MTech,CSE,9.48,5,2020,"sql,java",Software Engineer
MBA,Data Science,7.66,2,2023,"python,statistics",Data Scientist
BSc,ECE,7.28,4,2021,"embedded,c",Electrical Engineer
MCA,Mechanical,6.9,7,2018,"design,solidworks",Mechanical Engineer
BTech,EEE,7.78,3,2022,"circuits,power systems",Electrical Engineer
MBA,ECE,8.11,2,2023,"embedded,signals",Electrical Engineer
BSc,CSE,7.28,0,2025,"dsa,java",Web Developer
BTech,IT,5.51,7,2018,"css,js",Web Developer
MBA,CSE,9.79,7,2018,"sql,dsa",Software Engineer
MBA,AI/ML,8.79,1,2024,"deep learning,python",Data Scientist
BSc,HR,9.64,1,2024,"communication,recruitment",Business Analyst
BSc,AI/ML,9.72,3,2022,"ml,deep learning",Data Scientist
MCA,HR,6.05,1,2024,"communication,recruitment",Business Analyst
MBA,Mechanical,9.2,5,2020,"solidworks,design",Mechanical Engineer
MCA,EEE,9.19,3,2022,"power systems,circuits",Electrical Engineer
MCA,ECE,7.45,6,2019,"c,signals",Electrical Engineer
MTech,CSE,7.08,1,2024,"java,sql",Web Developer
BTech,IT,7.73,0,2025,"js,react",Web Developer
BTech,HR,7.42,7,2018,"communication,recruitment",Business Analyst
BSc,AI/ML,7.05,3,2022,"deep learning,ml",Software Engineer
MBA,Civil,6.63,5,2020,"autocad,construction",Civil Engineer
BSc,IT,7.06,0,2025,"react,html",Web Developer
MBA,Civil,7.47,3,2022,"construction,autocad",Civil Engineer
BSc,Civil,9.13,3,2022,"construction,autocad",Civil Engineer
BSc,ECE,8.12,4,2021,"signals,c",Electrical Engineer
MBA,CSE,6.71,0,2025,"python,java",Web Developer
BTech,Mechanical,8.14,1,2024,"solidworks,design",Mechanical Engineer
BTech,AI/ML,5.52,6,2019,"python,ml",Software Engineer
MCA,EEE,6.86,1,2024,"power systems,circuits",Electrical Engineer
BTech,HR,9.33,3,2022,"communication,recruitment",Business Analyst
BTech,Data Science,7.75,1,2024,"sql,ml",Data Scientist
MBA,Data Science,6.7,7,2018,"ml,statistics",Software Engineer
MCA,ECE,6.82,4,2021,"embedded,signals",Electrical Engineer
MCA,IT,8.14,6,2019,"react,js",Software Engineer
BSc,CSE,8.14,7,2018,"python,dsa",Software Engineer
MBA,AI/ML,8.2,6,2019,"ml,python",Data Scientist
BSc,AI/ML,7.48,4,2021,"deep learning,ml",Software Engineer
MTech,HR,8.23,4,2021,"recruitment,communication",Business Analyst
MBA,AI/ML,9.32,3,2022,"deep learning,python",Data Scientist
BSc,HR,9.31,0,2025,"communication,recruitment",Business Analyst
MCA,CSE,7.59,1,2024,"python,sql",Web Developer
BSc,AI/ML,9.22,3,2022,"deep learning,ml",Data Scientist
MCA,IT,7.65,2,2023,"js,react",Web Developer
MTech,EEE,9.68,3,2022,"circuits,power systems",Electrical Engineer
BSc,ECE,6.34,1,2024,"signals,c",Electrical Engineer
MTech,Civil,6.28,2,2023,"autocad,construction",Civil Engineer
MTech,CSE,7.79,1,2024,"python,dsa",Web Developer
MCA,Mechanical,6.56,1,2024,"design,solidworks",Mechanical Engineer
MTech,Mechanical,7.15,5,2020,"solidworks,design",Mechanical Engineer
MCA,Civil,5.95,0,2025,"construction,autocad",Civil Engineer
BTech,IT,8.77,1,2024,"css,html",Software Engineer
BTech,ECE,7.94,3,2022,"c,embedded",Electrical Engineer
MBA,Data Science,6.17,7,2018,"ml,python",Software Engineer
BSc,Data Science,7.76,6,2019,"sql,python",Data Scientist
BSc,EEE,5.83,4,2021,"power systems,circuits",Electrical Engineer
MTech,ECE,8.52,3,2022,"c,signals",Electrical Engineer
BSc,Mechanical,6.21,7,2018,"solidworks,design",Mechanical Engineer
BTech,ECE,6.49,3,2022,"c,signals",Electrical Engineer
BSc,EEE,7.37,2,2023,"circuits,power systems",Electrical Engineer
BTech,EEE,6.34,0,2025,"power systems,circuits",Electrical Engineer
BSc,Civil,8.05,5,2020,"construction,autocad",Civil Engineer
BSc,HR,6.47,4,2021,"communication,recruitment",Business Analyst
BTech,EEE,7.4,7,2018,"circuits,power systems",Electrical Engineer
BTech,Civil,8.86,2,2023,"autocad,construction",Civil Engineer
BSc,Civil,6.2,7,2018,"autocad,construction",Civil Engineer
MTech,IT,5.64,1,2024,"css,js",Web Developer
MBA,HR,8.8,4,2021,"recruitment,communication",Business Analyst
BSc,Civil,6.9,1,2024,"construction,autocad",Civil Engineer
BTech,AI/ML,9.56,2,2023,"ml,deep learning",Data Scientist
BTech,Mechanical,7.42,7,2018,"design,solidworks",Mechanical Engineer
MTech,Mechanical,5.72,3,2022,"design,solidworks",Mechanical Engineer
MCA,Civil,7.63,6,2019,"construction,autocad",Civil Engineer
MTech,ECE,7.84,0,2025,"embedded,c",Electrical Engineer
MBA,AI/ML,9.68,1,2024,"deep learning,python",Data Scientist
BTech,EEE,5.52,4,2021,"circuits,power systems",Electrical Engineer
MBA,Data Science,5.81,7,2018,"statistics,ml",Software Engineer
BTech,ECE,9.19,5,2020,"embedded,signals",Electrical Engineer
BSc,HR,5.82,2,2023,"communication,recruitment",Business Analyst
BTech,CSE,8.56,5,2020,"python,java",Software Engineer
MTech,EEE,9.26,0,2025,"power systems,circuits",Electrical Engineer
BTech,CSE,6.77,7,2018,"sql,python",Web Developer
MBA,Data Science,6.8,2,2023,"python,ml",Software Engineer
MBA,ECE,5.67,1,2024,"embedded,c",Electrical Engineer
MTech,ECE,6.99,6,2019,"signals,c",Electrical Engineer
MCA,Civil,8.9,5,2020,"construction,autocad",Civil Engineer
MCA,Civil,7.75,3,2022,"construction,autocad",Civil Engineer
BSc,IT,5.66,3,2022,"css,react",Web Developer
MTech,IT,6.02,2,2023,"js,react",Web Developer
MTech,CSE,9.1,4,2021,"sql,python",Software Engineer
MBA,HR,8.72,2,2023,"recruitment,communication",Business Analyst
BTech,EEE,5.77,6,2019,"power systems,circuits",Electrical Engineer
BSc,IT,5.52,5,2020,"react,css",Web Developer
BSc,Data Science,6.72,4,2021,"statistics,python",Software Engineer
MBA,CSE,7.64,5,2020,"python,dsa",Web Developer
MCA,Civil,9.38,4,2021,"autocad,construction",Civil Engineer
MTech,Mechanical,7.66,2,2023,"design,solidworks",Mechanical Engineer
BSc,CSE,6.86,4,2021,"sql,dsa",Web Developer
MBA,EEE,9.31,5,2020,"power systems,circuits",Electrical Engineer
MCA,HR,8.15,5,2020,"communication,recruitment",Business Analyst
MTech,AI/ML,5.66,6,2019,"python,deep learning",Software Engineer
BSc,AI/ML,5.5,5,2020,"python,ml",Software Engineer
BSc,Data Science,9.59,5,2020,"statistics,ml",Data Scientist
MCA,ECE,8.83,7,2018,"c,signals",Electrical Engineer
MCA,AI/ML,6.28,2,2023,"python,deep learning",Software Engineer
BTech,Data Science,6.32,1,2024,"python,statistics",Software Engineer
BSc,Data Science,8.08,3,2022,"statistics,sql",Data Scientist
BTech,AI/ML,5.54,1,2024,"ml,python",Software Engineer
MCA,EEE,5.77,2,2023,"circuits,power systems",Electrical Engineer
MTech,Mechanical,8.22,3,2022,"solidworks,design",Mechanical Engineer
MBA,Mechanical,7.12,7,2018,"design,solidworks",Mechanical Engineer
MBA,IT,5.51,7,2018,"css,html",Web Developer
MCA,CSE,6.87,0,2025,"sql,dsa",Web Developer
MBA,Data Science,9.8,4,2021,"python,sql",Data Scientist
BTech,CSE,7.53,1,2024,"sql,python",Web Developer
BTech,ECE,7.09,1,2024,"c,embedded",Electrical Engineer
BSc,AI/ML,7.32,1,2024,"python,deep learning",Software Engineer
MTech,Civil,8.28,1,2024,"construction,autocad",Civil Engineer
MCA,IT,9.63,6,2019,"css,js",Software Engineer
MCA,AI/ML,7.49,3,2022,"python,deep learning",Software Engineer
MCA,Civil,6.88,2,2023,"construction,autocad",Civil Engineer
MCA,ECE,6.16,6,2019,"c,embedded",Electrical Engineer
MBA,EEE,9.19,0,2025,"circuits,power systems",Electrical Engineer
MTech,ECE,8.7,1,2024,"signals,embedded",Electrical Engineer
MTech,EEE,5.63,3,2022,"circuits,power systems",Electrical Engineer
MBA,ECE,9.53,1,2024,"embedded,signals",Electrical Engineer
BTech,CSE,7.94,3,2022,"dsa,java",Web Developer
MCA,ECE,9.62,1,2024,"c,signals",Electrical Engineer
BSc,HR,9.54,0,2025,"recruitment,communication",Business Analyst
MBA,ECE,6.53,5,2020,"embedded,c",Electrical Engineer
BSc,Civil,8.03,3,2022,"construction,autocad",Civil Engineer
BTech,CSE,9.6,1,2024,"java,sql",Software Engineer
BSc,Mechanical,8.81,3,2022,"solidworks,design",Mechanical Engineer
MTech,EEE,9.01,1,2024,"power systems,circuits",Electrical Engineer
MBA,AI/ML,7.71,1,2024,"python,deep learning",Data Scientist
BSc,CSE,7.45,2,2023,"dsa,java",Web Developer
MBA,AI/ML,8.82,6,2019,"python,ml",Data Scientist
MBA,EEE,7.36,2,2023,"circuits,power systems",Electrical Engineer
MBA,HR,9.53,7,2018,"communication,recruitment",Business Analyst
MBA,EEE,5.61,7,2018,"circuits,power systems",Electrical Engineer
MCA,ECE,9.05,4,2021,"signals,embedded",Electrical Engineer
MBA,CSE,5.97,6,2019,"sql,python",Web Developer
BTech,ECE,7.7,4,2021,"signals,c",Electrical Engineer
BSc,Data Science,8.15,1,2024,"statistics,sql",Data Scientist
BTech,ECE,9.6,4,2021,"c,signals",Electrical Engineer
MTech,Mechanical,5.84,7,2018,"design,solidworks",Mechanical Engineer
MTech,IT,8.98,3,2022,"css,html",Software Engineer
BTech,ECE,9.71,2,2023,"signals,c",Electrical Engineer
MCA,Data Science,7.32,4,2021,"sql,ml",Software Engineer
MBA,EEE,8.11,6,2019,"circuits,power systems",Electrical Engineer
BSc,Mechanical,5.51,0,2025,"design,solidworks",Mechanical Engineer
BSc,Mechanical,7.21,1,2024,"solidworks,design",Mechanical Engineer
MBA,EEE,7.13,1,2024,"circuits,power systems",Electrical Engineer
MBA,IT,6.87,3,2022,"react,css",Web Developer
MCA,IT,6.1,3,2022,"html,react",Web Developer
MCA,EEE,6.6,3,2022,"circuits,power systems",Electrical Engineer
MTech,Mechanical,9.62,7,2018,"design,solidworks",Mechanical Engineer
BSc,HR,6.35,3,2022,"recruitment,communication",Business Analyst
MBA,ECE,6.72,4,2021,"c,signals",Electrical Engineer
MBA,IT,9.45,7,2018,"html,js",Software Engineer
BSc,EEE,8.33,3,2022,"circuits,power systems",Electrical Engineer
MCA,IT,9.68,1,2024,"react,js",Software Engineer
BTech,EEE,7.66,3,2022,"power systems,circuits",Electrical Engineer
MBA,IT,5.98,0,2025,"react,css",Web Developer
BTech,IT,6.95,6,2019,"react,html",Web Developer
MCA,Mechanical,8.16,6,2019,"solidworks,design",Mechanical Engineer
MTech,Civil,7.19,0,2025,"autocad,construction",Civil Engineer
MCA,HR,7.27,7,2018,"recruitment,communication",Business Analyst
MTech,Civil,6.03,3,2022,"autocad,construction",Civil Engineer
MBA,Data Science,9.72,1,2024,"python,statistics",Data Scientist
MCA,HR,9.64,5,2020,"recruitment,communication",Business Analyst
BSc,HR,8.63,1,2024,"communication,recruitment",Business Analyst
MBA,Data Science,5.87,1,2024,"python,sql",Software Engineer
MBA,Civil,7.38,7,2018,"autocad,construction",Civil Engineer
BSc,Data Science,8.0,7,2018,"python,sql",Data Scientist
MCA,AI/ML,6.22,4,2021,"python,ml",Software Engineer
BTech,EEE,6.43,7,2018,"circuits,power systems",Electrical Engineer
BSc,AI/ML,6.63,5,2020,"deep learning,python",Software Engineer
BSc,Data Science,9.72,6,2019,"statistics,sql",Data Scientist
BSc,CSE,7.85,1,2024,"python,java",Web Developer
MCA,CSE,5.56,2,2023,"python,dsa",Web Developer
MBA,ECE,6.99,6,2019,"signals,c",Electrical Engineer
BSc,CSE,6.64,6,2019,"sql,python",Web Developer
MTech,EEE,7.15,7,2018,"circuits,power systems",Electrical Engineer
BTech,Mechanical,6.05,2,2023,"design,solidworks",Mechanical Engineer
MTech,Data Science,8.16,7,2018,"sql,ml",Data Scientist
BSc,HR,9.39,7,2018,"communication,recruitment",Business Analyst
MTech,IT,9.76,3,2022,"html,css",Software Engineer
MTech,Civil,8.99,5,2020,"autocad,construction",Civil Engineer
BSc,CSE,6.3,5,2020,"python,dsa",Web Developer
BTech,EEE,8.83,2,2023,"power systems,circuits",Electrical Engineer
MCA,AI/ML,9.22,5,2020,"ml,python",Data Scientist
MBA,ECE,7.97,1,2024,"signals,embedded",Electrical Engineer
MBA,EEE,8.81,1,2024,"circuits,power systems",Electrical Engineer
MCA,AI/ML,5.8,1,2024,"python,deep learning",Software Engineer
BTech,Mechanical,9.52,6,2019,"solidworks,design",Mechanical Engineer
MCA,CSE,7.88,2,2023,"sql,java",Web Developer
BSc,Civil,5.95,0,2025,"autocad,construction",Civil Engineer
BSc,HR,7.49,7,2018,"recruitment,communication",Business Analyst
BTech,EEE,5.77,2,2023,"power systems,circuits",Electrical Engineer
BTech,EEE,6.08,0,2025,"circuits,power systems",Electrical Engineer
MTech,Data Science,9.46,5,2020,"sql,ml",Data Scientist
MBA,ECE,8.26,6,2019,"embedded,c",Electrical Engineer
BSc,Civil,7.34,6,2019,"autocad,construction",Civil Engineer
MTech,CSE,9.11,1,2024,"sql,java",Software Engineer
MCA,IT,6.08,0,2025,"css,react",Web Developer
MTech,CSE,5.71,4,2021,"python,java",Web Developer
MTech,Data Science,7.61,3,2022,"statistics,python",Data Scientist
BSc,AI/ML,7.08,7,2018,"deep learning,python",Software Engineer
BTech,EEE,6.94,5,2020,"circuits,power systems",Electrical Engineer
MTech,CSE,8.53,0,2025,"sql,dsa",Software Engineer
BTech,ECE,8.38,6,2019,"c,signals",Electrical Engineer
BSc,Mechanical,8.68,5,2020,"solidworks,design",Mechanical Engineer
MCA,AI/ML,7.64,5,2020,"python,deep learning",Data Scientist
BSc,Data Science,9.75,1,2024,"ml,statistics",Data Scientist
MCA,ECE,6.63,5,2020,"embedded,signals",Electrical Engineer
MCA,Mechanical,8.39,2,2023,"solidworks,design",Mechanical Engineer
BTech,EEE,6.68,2,2023,"circuits,power systems",Electrical Engineer
MBA,EEE,8.99,2,2023,"circuits,power systems",Electrical Engineer
MTech,Civil,7.56,6,2019,"autocad,construction",Civil Engineer
BSc,Mechanical,7.88,0,2025,"solidworks,design",Mechanical Engineer
MBA,EEE,7.15,1,2024,"circuits,power systems",Electrical Engineer
BTech,IT,7.33,2,2023,"js,html",Web Developer
BTech,Civil,8.28,4,2021,"autocad,construction",Civil Engineer
MTech,EEE,7.44,0,2025,"power systems,circuits",Electrical Engineer
BSc,ECE,7.17,2,2023,"c,signals",Electrical Engineer
MTech,HR,9.67,1,2024,"communication,recruitment",Business Analyst
BTech,HR,7.15,0,2025,"communication,recruitment",Business Analyst
BTech,Mechanical,6.83,5,2020,"solidworks,design",Mechanical Engineer
BSc,EEE,9.08,0,2025,"power systems,circuits",Electrical Engineer
MTech,Data Science,5.65,7,2018,"ml,python",Software Engineer
MCA,AI/ML,6.56,3,2022,"ml,deep learning",Software Engineer
MTech,Data Science,5.64,4,2021,"python,statistics",Software Engineer
MCA,EEE,8.82,3,2022,"circuits,power systems",Electrical Engineer
MBA,HR,5.96,0,2025,"communication,recruitment",Business Analyst
MBA,ECE,7.47,1,2024,"signals,c",Electrical Engineer
MCA,Civil,7.81,4,2021,"autocad,construction",Civil Engineer
BSc,HR,7.07,7,2018,"communication,recruitment",Business Analyst
BSc,Civil,6.74,3,2022,"construction,autocad",Civil Engineer
BTech,IT,6.95,0,2025,"css,react",Web Developer
MTech,HR,6.58,0,2025,"recruitment,communication",Business Analyst
BTech,HR,6.83,6,2019,"communication,recruitment",Business Analyst
MCA,Data Science,7.17,3,2022,"statistics,python",Software Engineer
MCA,HR,7.49,1,2024,"recruitment,communication",Business Analyst
MCA,EEE,7.37,5,2020,"circuits,power systems",Electrical Engineer
BSc,CSE,7.18,6,2019,"dsa,python",Web Developer
MTech,HR,8.98,0,2025,"recruitment,communication",Business Analyst
MBA,Mechanical,6.57,3,2022,"solidworks,design",Mechanical Engineer
BTech,ECE,6.26,7,2018,"embedded,signals",Electrical Engineer
MBA,Civil,7.29,1,2024,"construction,autocad",Civil Engineer
MBA,IT,9.5,3,2022,"css,html",Software Engineer
MBA,Mechanical,9.23,6,2019,"design,solidworks",Mechanical Engineer
BSc,ECE,7.3,3,2022,"signals,embedded",Electrical Engineer
BSc,HR,8.99,7,2018,"communication,recruitment",Business Analyst
MCA,CSE,8.94,5,2020,"sql,java",Software Engineer
MCA,Mechanical,8.12,2,2023,"solidworks,design",Mechanical Engineer
MBA,Mechanical,5.84,2,2023,"design,solidworks",Mechanical Engineer
BSc,ECE,5.7,6,2019,"c,embedded",Electrical Engineer
BTech,HR,7.42,1,2024,"recruitment,communication",Business Analyst
MTech,Data Science,6.71,0,2025,"statistics,ml",Software Engineer
BTech,Civil,9.16,6,2019,"autocad,construction",Civil Engineer
MTech,Mechanical,6.38,7,2018,"solidworks,design",Mechanical Engineer
MCA,CSE,7.73,0,2025,"java,sql",Web Developer
MCA,ECE,7.35,7,2018,"c,signals",Electrical Engineer
MCA,CSE,8.54,2,2023,"python,dsa",Software Engineer
BSc,AI/ML,8.89,6,2019,"python,deep learning",Data Scientist
BTech,Data Science,6.79,2,2023,"ml,python",Software Engineer
MBA,Mechanical,6.15,4,2021,"solidworks,design",Mechanical Engineer
BSc,HR,9.06,7,2018,"communication,recruitment",Business Analyst
BSc,Civil,7.67,1,2024,"construction,autocad",Civil Engineer
MBA,Civil,8.47,2,2023,"autocad,construction",Civil Engineer
BTech,AI/ML,7.85,7,2018,"python,ml",Data Scientist
BSc,IT,7.21,7,2018,"js,css",Web Developer
BSc,HR,6.67,3,2022,"recruitment,communication",Business Analyst
BSc,CSE,5.63,7,2018,"java,dsa",Web Developer
MBA,Mechanical,6.48,6,2019,"design,solidworks",Mechanical Engineer
BTech,ECE,7.53,2,2023,"embedded,signals",Electrical Engineer
MCA,CSE,5.93,3,2022,"dsa,sql",Web Developer
MBA,Mechanical,7.41,2,2023,"solidworks,design",Mechanical Engineer
MBA,Civil,9.3,5,2020,"autocad,construction",Civil Engineer
MCA,Data Science,6.38,4,2021,"ml,sql",Software Engineer
BSc,Mechanical,5.62,0,2025,"design,solidworks",Mechanical Engineer
MBA,Data Science,8.37,7,2018,"statistics,sql",Data Scientist
BSc,HR,9.69,3,2022,"communication,recruitment",Business Analyst
MCA,Data Science,7.85,4,2021,"python,statistics",Data Scientist
MCA,IT,9.22,1,2024,"js,css",Software Engineer
MCA,Data Science,9.57,7,2018,"statistics,python",Data Scientist
BSc,HR,7.71,6,2019,"communication,recruitment",Business Analyst
BTech,CSE,9.57,7,2018,"sql,dsa",Software Engineer
MCA,Civil,7.98,5,2020,"construction,autocad",Civil Engineer
BTech,HR,8.91,1,2024,"communication,recruitment",Business Analyst
BSc,CSE,9.33,4,2021,"python,dsa",Software Engineer
MTech,AI/ML,9.78,2,2023,"deep learning,ml",Data Scientist
MBA,CSE,8.78,1,2024,"python,sql",Software Engineer
BTech,Data Science,7.64,0,2025,"sql,statistics",Data Scientist
MCA,ECE,6.55,5,2020,"c,signals",Electrical Engineer
MTech,Civil,9.59,0,2025,"autocad,construction",Civil Engineer
BSc,EEE,8.23,0,2025,"circuits,power systems",Electrical Engineer
MTech,ECE,5.8,6,2019,"signals,c",Electrical Engineer
BTech,ECE,7.09,6,2019,"embedded,c",Electrical Engineer
MBA,CSE,9.09,3,2022,"java,python",Software Engineer
BTech,HR,7.59,5,2020,"recruitment,communication",Business Analyst
BSc,HR,8.87,3,2022,"communication,recruitment",Business Analyst
MCA,HR,9.11,7,2018,"communication,recruitment",Business Analyst
BTech,EEE,9.36,4,2021,"power systems,circuits",Electrical Engineer
MCA,IT,8.11,5,2020,"css,react",Software Engineer
MTech,AI/ML,7.68,0,2025,"ml,python",Data Scientist
MTech,CSE,9.77,0,2025,"java,python",Software Engineer
MTech,IT,9.5,4,2021,"css,react",Software Engineer
MBA,CSE,8.93,2,2023,"python,sql",Software Engineer
